County,State,"Black or African American alone, percent, 2013","Hispanic or Latino, percent, 2013","White alone, not Hispanic or Latino, percent, 2013","Two or More Races, percent, 2013",Diversity-Index
Crawford County, IA,1.9,27.5,68.7,0.8,0.451626
Bleckley County, GA,26.8,2.6,69.0,1.0,0.451218
Wagoner County, OK,3.9,5.3,72.7,7.2,0.451123
Perry County, AL,67.6,1.3,30.3,0.6,0.45099
Lancaster County, VA,28.2,1.7,68.5,1.1,0.450788
Lancaster County, SC,23.2,4.9,70.2,1.3,0.450722
Falls Church city, VA,4.9,9.7,72.6,4.0,0.450661
Tallapoosa County, AL,27.1,2.5,69.0,1.1,0.449672
Miller County, AR,24.6,3.0,69.9,1.8,0.449569
Chelan County, WA,0.9,27.1,69.0,2.1,0.449488
Tehama County, CA,0.9,23.5,70.2,3.4,0.449472
Pemiscot County, MO,26.7,2.3,69.2,1.3,0.449114
Le Flore County, OK,2.3,6.8,72.5,5.8,0.448921
Briscoe County, TX,2.6,27.0,69.1,1.7,0.448628
Snohomish County, WA,3.0,9.5,72.8,4.3,0.448191
Monroe County, NY,16.0,7.9,72.0,2.4,0.447941
Lafayette County, MS,23.8,2.3,70.3,1.0,0.447832
Comal County, TX,2.1,26.2,69.5,1.6,0.447469
Henry County, VA,22.0,5.2,70.8,1.7,0.447298
Yukon-Koyukuk Census Area, AK,0.4,1.7,22.0,5.3,0.447209
Miller County, GA,27.6,1.9,69.0,1.2,0.447154
Gooding County, ID,0.5,28.8,68.5,1.8,0.44709
Lander County, NV,1.0,23.5,70.3,2.0,0.447005
Lincoln County, ID,0.5,28.4,68.7,1.4,0.446872
Hill County, MT,0.5,3.1,70.6,3.6,0.446804
Wayne County, GA,20.5,6.3,71.2,1.9,0.446628
Allen Parish, LA,23.2,1.7,70.6,1.7,0.446437
Union County, FL,22.5,5.4,70.7,1.4,0.446389
Garfield County, CO,1.2,28.2,68.8,1.9,0.446238
Haskell County, OK,0.7,3.8,72.1,7.0,0.446161
Haskell County, KS,0.8,27.8,69.0,1.2,0.445952
Abbeville County, SC,28.2,1.2,68.9,1.3,0.445417
Marion County, TX,22.0,3.8,71.0,2.2,0.445415
Crenshaw County, AL,24.1,1.8,70.4,1.6,0.445408
Irion County, TX,1.9,26.9,69.4,1.8,0.445284
Putnam County, FL,16.5,9.4,72.0,1.6,0.445197
Arkansas County, AR,24.8,2.8,70.2,1.4,0.444622
Hall County, NE,2.5,25.4,70.0,1.4,0.444213
Fayette County, KY,14.9,6.9,72.6,2.4,0.444007
Esmeralda County, NV,2.8,18.0,72.1,2.5,0.443834
Washington County, AR,3.4,16.1,72.6,2.6,0.443694
Polk County, GA,13.0,12.8,72.3,1.6,0.443599
Northumberland County, VA,25.0,3.4,70.2,1.2,0.443375
Hamilton County, TN,19.9,4.9,71.7,1.6,0.443172
Woodruff County, AR,27.1,1.6,69.5,1.6,0.443008
Real County, TX,1.0,26.9,69.6,1.8,0.44249
Coweta County, GA,18.0,6.8,72.1,1.9,0.442433
Marin County, CA,2.8,15.7,72.6,3.7,0.442392
York County, VA,13.3,5.5,73.0,3.3,0.442352
York County, SC,19.4,4.9,71.9,1.8,0.442307
Bryan County, OK,1.8,5.3,72.9,7.2,0.442237
Isle of Wight County, VA,24.2,2.4,70.6,1.9,0.441937
Floyd County, GA,14.9,10.1,72.5,1.7,0.441415
Marion County, FL,13.1,11.6,72.7,1.6,0.440316
Manatee County, FL,9.3,15.3,72.6,1.6,0.440223
Rio Arriba County, NM,0.9,71.4,13.2,1.8,0.439907
Jeff Davis County, GA,15.5,10.9,72.4,1.0,0.439733
Rogers County, OK,1.2,4.1,73.1,8.2,0.439544
Kleberg County, TX,4.4,71.4,21.9,1.4,0.43945
Love County, OK,2.1,14.2,72.9,5.4,0.439377
Carroll County, GA,18.7,6.5,72.2,2.0,0.439015
Hill County, TX,7.0,19.4,72.0,1.6,0.438718
Cleveland County, OK,4.8,7.8,73.9,5.4,0.43831
Liberty County, FL,19.1,6.5,72.2,1.5,0.4376
Lake County, FL,10.5,13.3,73.0,1.8,0.437584
Rockwall County, TX,6.1,16.7,72.8,1.8,0.437303
Kankakee County, IL,15.4,9.5,72.8,1.8,0.436835
Quitman County, MS,69.5,0.9,28.3,1.2,0.436648
Kendall County, IL,6.2,16.4,72.9,1.9,0.436344
Dutchess County, NY,10.9,11.3,73.3,2.3,0.436062
Morris County, NJ,3.5,12.4,73.3,1.7,0.436011
Kerr County, TX,2.1,25.2,70.7,1.7,0.435695
Dallas County, AL,69.6,0.9,28.5,0.7,0.4342
Hinds County, MS,70.3,1.6,26.7,0.9,0.434097
Deaf Smith County, TX,1.9,69.9,27.7,1.0,0.433894
Pottawatomie County, OK,3.1,4.7,73.6,6.4,0.433827
Fulton County, KY,24.5,1.6,71.1,2.0,0.433733
Baraga County, MI,7.5,1.3,73.5,4.5,0.433451
Lake County, CA,2.0,18.4,72.7,4.4,0.43342
Pushmataha County, OK,0.9,3.1,72.9,6.0,0.433283
Hutchinson County, TX,2.8,22.0,71.9,2.3,0.4329
Taylor County, FL,20.9,3.9,72.3,1.7,0.431635
Montgomery County, OH,21.0,2.5,72.3,2.4,0.431605
Lyon County, KS,2.8,20.5,72.4,2.4,0.431593
Uvalde County, TX,1.2,69.9,28.2,0.9,0.431513
Jasper County, GA,22.1,4.2,72.0,1.6,0.430705
Racine County, WI,11.6,12.3,73.5,2.2,0.430525
Salt Lake County, UT,1.9,17.6,73.2,2.5,0.43042
Oakland County, MI,14.4,3.7,73.7,2.1,0.430307
Panola County, TX,16.0,8.8,73.3,1.8,0.428968
Perquimans County, NC,24.6,2.3,71.4,1.4,0.428922
Rowan County, NC,16.5,8.0,73.3,1.5,0.428703
Barrow County, GA,11.6,9.2,74.0,2.1,0.428644
Fayette County, TX,6.8,19.6,72.7,1.0,0.42817
Union County, NC,12.1,10.9,73.8,1.7,0.428108
Genesee County, MI,20.8,3.2,72.6,2.5,0.427875
Ziebach County, SD,0.4,3.7,23.9,3.4,0.427673
Washington County, OK,2.7,5.5,74.4,6.2,0.427552
Rockingham County, NC,18.9,5.9,73.0,1.7,0.427547
Schley County, GA,21.9,4.2,72.3,0.8,0.42736
White Pine County, NV,4.5,14.8,73.9,2.4,0.42711
ARKANSAS,,15.6,6.9,73.7,1.9,0.427039
Wilkinson County, MS,70.0,0.7,28.8,0.5,0.426977
Benton County, WA,1.6,19.9,72.9,2.8,0.426929
Canyon County, ID,0.8,24.4,71.6,2.4,0.426789
Morgan County, GA,23.2,2.9,72.0,1.3,0.426681
Greene County, MS,27.1,1.1,70.7,0.8,0.426515
Sharkey County, MS,70.6,1.4,27.4,0.7,0.426233
Red River County, TX,17.4,7.0,73.4,1.7,0.425545
Sullivan County, NY,9.8,14.4,73.7,2.5,0.425527
Columbia County, FL,18.4,5.4,73.3,1.8,0.425468
Murray County, OK,1.8,5.5,74.2,6.6,0.42533
Wichita County, KS,0.9,27.1,70.8,0.8,0.425044
Hunt County, TX,8.4,14.6,73.9,1.9,0.424854
Rock Island County, IL,9.6,12.3,74.2,2.6,0.423906
Butte County, CA,1.8,15.1,74.1,4.1,0.423592
Walla Walla County, WA,2.0,20.9,72.9,2.4,0.423472
Rutherford County, TN,13.5,7.0,74.3,2.3,0.423247
Montezuma County, CO,0.4,11.9,73.9,2.4,0.422692
Nome Census Area, AK,0.7,1.8,17.1,6.2,0.421728
Washington County, MS,71.3,1.3,26.4,0.6,0.421677
Monroe County, GA,23.1,2.4,72.4,1.1,0.42165
Volusia County, FL,11.0,12.0,74.3,1.9,0.420775
Lampasas County, TX,4.0,18.7,73.6,2.9,0.420595
Churchill County, NV,2.1,13.2,74.6,4.0,0.420549
Amelia County, VA,22.3,3.0,72.7,1.5,0.420531
Cassia County, ID,0.6,26.3,71.4,1.6,0.42045
Calhoun County, AL,20.9,3.5,73.1,1.6,0.420387
Albany County, NY,13.5,5.5,74.5,2.5,0.420065
Newton County, TX,20.8,3.4,73.2,1.6,0.4194
Calhoun County, AR,21.5,3.7,73.0,1.5,0.419252
Little River County, AR,19.8,3.1,73.5,2.1,0.418863
Apache County, AZ,0.7,6.3,19.2,1.7,0.418588
Bryan County, GA,15.2,6.3,74.4,2.7,0.418272
Comanche County, TX,0.9,26.8,71.4,0.9,0.418065
Ferry County, WA,0.6,3.8,74.2,4.9,0.417565
Placer County, CA,1.7,13.4,74.7,3.9,0.417471
St. Joseph County, IN,13.1,7.9,74.7,2.6,0.417403
Elmore County, ID,3.0,16.1,74.4,3.4,0.417374
Wilcox County, AL,71.2,0.9,27.5,0.6,0.417309
Mississippi County, MO,24.4,1.9,72.3,1.1,0.41724
Cherokee County, SC,20.6,4.0,73.4,1.4,0.41695
Gulf County, FL,19.0,4.8,73.8,1.8,0.416587
Pender County, NC,17.3,6.3,74.1,1.8,0.416583
King George County, VA,17.3,4.2,74.2,3.1,0.416549
Jones County, GA,24.6,1.3,72.3,1.0,0.416413
Dewey County, SD,0.2,2.9,22.4,3.8,0.41609
Noxubee County, MS,71.7,1.0,26.4,0.8,0.416043
Los Alamos County, NM,0.7,16.1,74.4,2.5,0.415755
Lee County, GA,20.4,2.4,73.6,1.3,0.415404
Okaloosa County, FL,9.9,8.3,75.2,3.9,0.415203
Brown County, TX,3.6,20.8,73.5,1.6,0.414858
Shawnee County, KS,8.8,11.5,75.0,3.9,0.414644
Hopkins County, TX,7.4,16.1,74.4,1.9,0.414569
Kimble County, TX,0.5,25.6,72.1,0.6,0.41435
MASSACHUSETTS,,8.1,10.5,75.1,2.1,0.414346
Leflore County, MS,72.6,2.5,24.1,0.7,0.414104
Morton County, KS,0.8,21.5,73.4,1.9,0.41396
Beltrami County, MN,0.7,1.9,73.6,3.2,0.413556
Hancock County, GA,72.6,1.8,24.3,0.8,0.413422
Allendale County, SC,72.9,2.8,23.5,0.8,0.412457
Blaine County, OK,3.2,9.0,75.3,4.3,0.412397
Saline County, NE,1.5,22.7,73.2,1.0,0.411712
Jackson County, IL,14.8,4.2,75.0,2.7,0.411708
Essex County, MA,6.0,18.0,74.2,2.2,0.411591
Paulding County, GA,17.8,5.4,74.4,2.0,0.411326
Kent County, MI,10.3,10.0,75.3,2.7,0.410927
Middlesex County, MA,5.4,7.3,75.5,2.1,0.410254
Sussex County, DE,12.9,9.2,75.1,2.1,0.410139
Crawford County, GA,21.4,3.0,73.7,1.4,0.409886
Cleveland County, NC,20.7,3.1,73.9,1.5,0.409754
Pamlico County, NC,20.3,3.5,74.0,1.4,0.409697
Mackinac County, MI,1.2,1.4,74.6,5.3,0.409694
Kiowa County, OK,4.5,10.0,75.6,3.7,0.409428
Clay County, FL,10.6,8.7,75.5,2.8,0.409399
Lavaca County, TX,7.2,17.4,74.5,1.2,0.409318
Brown County, IL,19.1,6.1,74.2,0.7,0.409032
Culberson County, TX,1.1,73.4,22.5,2.5,0.409028
Lamar County, TX,13.5,7.1,75.3,2.6,0.408744
Allen County, IN,12.2,6.9,75.5,2.7,0.408551
Elmore County, AL,21.1,2.8,73.9,1.5,0.408283
Gaston County, NC,15.8,6.2,75.0,1.7,0.408181
Bacon County, GA,16.3,7.5,74.8,1.3,0.408091
TENNESSEE,,17.0,4.9,74.9,1.7,0.407136
RHODE ISLAND,,7.5,13.6,75.3,2.5,0.407071
Sunflower County, MS,72.8,1.5,25.2,0.6,0.406226
Jasper County, TX,16.5,6.4,75.0,1.4,0.405884
Cross County, AR,22.8,1.8,73.6,1.2,0.405818
Stephens County, TX,2.5,22.4,73.7,0.9,0.405812
San Jacinto County, TX,10.5,12.0,75.4,1.9,0.405581
Bingham County, ID,0.5,17.6,74.7,1.7,0.405175
Benton County, AR,1.9,16.0,75.3,2.3,0.404968
Reeves County, TX,5.4,74.5,19.2,0.8,0.404966
Pinellas County, FL,10.8,8.6,75.8,2.0,0.40487
Flagler County, FL,11.4,9.4,75.7,1.9,0.404212
Suwannee County, FL,13.4,9.1,75.5,1.4,0.403443
Bedford city, VA,20.1,2.7,74.5,2.1,0.403331
St. Mary's County, MD,14.3,4.5,75.7,3.0,0.402776
Lowndes County, AL,73.1,1.1,25.2,0.8,0.401937
Scotts Bluff County, NE,0.8,22.6,73.9,1.4,0.401652
Marshall County, IA,1.9,19.4,74.8,1.7,0.401517
Johnson County, TX,3.1,19.4,74.8,1.7,0.401421
Schenectady County, NY,11.1,6.4,76.1,3.4,0.401417
Berrien County, MI,15.4,5.0,75.6,2.3,0.401358
Forest County, PA,18.9,5.8,74.8,0.9,0.401317
Monmouth County, NJ,7.6,10.3,76.1,1.7,0.40128
Humboldt County, CA,1.3,10.5,76.2,5.3,0.400875
Kay County, OK,2.2,7.0,76.2,5.2,0.400622
Beaver County, OK,1.0,22.0,74.2,2.4,0.39999
Berks County, PA,6.5,18.1,75.0,2.0,0.399805
Pittsylvania County, VA,21.8,2.4,74.3,1.2,0.399682
Crockett County, TN,13.5,9.5,75.7,1.9,0.399306
Bradford County, FL,19.3,3.6,75.0,1.7,0.398624
Lamar County, MS,20.4,2.4,74.8,1.2,0.398006
Boone County, IL,2.6,20.3,74.8,2.1,0.397937
Sumter County, AL,73.5,1.0,24.9,0.5,0.397632
Frederick County, MD,9.1,8.0,76.5,2.6,0.397456
Salem County, NJ,14.7,7.7,75.8,2.0,0.397373
Randolph County, AL,20.1,3.2,74.9,1.3,0.39737
MICHIGAN,,14.3,4.7,76.1,2.2,0.396959
Burnet County, TX,2.2,21.4,74.6,1.3,0.396877
Randall County, TX,3.0,18.7,75.3,1.6,0.396495
Lawrence County, AL,11.4,2.1,76.5,4.4,0.396034
Brevard County, FL,10.6,9.0,76.4,2.5,0.395788
Hardin County, KY,12.8,5.6,76.4,3.4,0.395103
Catron County, NM,0.6,19.4,75.2,2.7,0.395002
James City County, VA,13.7,5.3,76.3,2.6,0.394935
Southeast Fairbanks Census Area, AK,1.5,4.9,76.6,4.9,0.394359
Lexington County, SC,15.1,5.7,76.1,1.7,0.394225
Bibb County, AL,22.1,2.1,74.6,0.9,0.3941
Beckham County, OK,4.5,13.7,76.4,2.7,0.393611
New London County, CT,6.8,9.6,76.8,3.4,0.393122
Skagit County, WA,0.9,17.6,75.8,2.9,0.392359
Hart County, GA,18.6,3.5,75.6,1.5,0.392314
Thurston County, WA,3.3,8.1,77.1,5.1,0.391913
Woodbury County, IA,2.7,14.8,76.4,2.7,0.391637
Humphreys County, MS,74.7,2.4,22.3,0.9,0.391594
Rankin County, MS,19.8,2.6,75.4,1.0,0.391355
Wasco County, OR,0.6,16.4,76.1,2.3,0.391352
Elkhart County, IN,6.1,14.9,76.3,2.2,0.391267
Greer County, OK,7.4,10.6,76.8,3.5,0.391145
Kenedy County, TX,4.1,75.2,20.4,0.2,0.390945
Tunica County, MS,75.1,2.4,21.1,0.9,0.390752
Foard County, TX,4.9,17.4,76.0,1.1,0.389537
Smith County, MS,23.5,1.4,74.5,0.7,0.389503
Indian River County, FL,9.3,11.7,76.7,1.4,0.388965
Autauga County, AL,18.4,2.7,75.9,1.7,0.388898
Amherst County, VA,18.9,2.1,75.8,2.1,0.388727
Oglethorpe County, GA,17.6,4.0,76.1,1.8,0.387933
KANSAS,,6.2,11.2,77.1,2.7,0.387568
King William County, VA,17.6,2.3,76.2,2.2,0.387107
Kendall County, TX,1.0,21.7,75.2,1.5,0.386932
Yell County, AR,1.9,19.4,75.8,1.4,0.386886
Catawba County, NC,8.8,8.7,77.2,1.7,0.386788
Garvin County, OK,2.7,7.2,77.3,5.2,0.386772
Morgan County, AL,12.4,7.8,76.9,1.9,0.386647
Leon County, TX,7.5,14.0,76.7,1.3,0.386204
Iredell County, NC,12.2,7.2,77.0,1.7,0.386177
Lyon County, NV,1.3,15.7,76.6,3.4,0.386012
Erie County, NY,13.9,4.9,76.9,1.8,0.385703
Watonwan County, MN,1.5,22.3,75.1,0.9,0.385675
New Hanover County, NC,14.6,5.5,76.8,2.0,0.385173
Coahoma County, MS,75.1,1.4,22.6,0.7,0.384641
Cass County, TX,17.4,4.3,76.4,1.5,0.383902
Creek County, OK,2.4,3.7,77.4,6.6,0.38379
Colonial Heights city, VA,13.0,4.7,77.2,2.2,0.383305
Palo Pinto County, TX,2.4,19.6,76.0,1.4,0.383081
Grayson County, TX,6.1,12.2,77.3,2.4,0.382844
Kenosha County, WI,7.2,12.3,77.2,2.4,0.382821
Lafourche Parish, LA,13.5,4.2,77.2,1.8,0.38278
Chouteau County, MT,0.2,2.0,75.7,1.8,0.382516
Mason County, TX,1.0,23.1,75.1,0.9,0.382424
Tipton County, TN,18.7,2.4,76.3,1.8,0.381897
McKinley County, NM,0.9,13.8,10.0,2.5,0.381879
Muskegon County, MI,14.2,5.2,77.1,2.7,0.381813
Coke County, TX,1.1,21.5,75.6,1.2,0.381524
Horry County, SC,13.7,6.1,77.2,1.8,0.381018
Erath County, TX,1.6,20.2,76.0,1.4,0.380883
Riley County, KS,6.9,7.9,77.8,3.2,0.380696
OREGON,,2.0,12.3,77.5,3.5,0.3806
Moore County, NC,13.3,6.3,77.3,1.8,0.380285
Logan County, OK,9.2,5.5,77.8,4.3,0.380116
Montgomery County, PA,9.3,4.7,77.7,1.9,0.380006
Garfield County, OK,3.3,10.4,77.8,3.9,0.379919
Payne County, OK,3.9,4.3,78.1,5.3,0.379474
Kitsap County, WA,3.0,7.0,78.0,5.6,0.379431
Cotton County, OK,2.4,6.6,77.6,5.4,0.379354
Walton County, GA,16.6,3.8,76.9,1.5,0.379201
Albemarle County, VA,9.8,5.7,77.8,2.4,0.379061
Calhoun County, FL,13.4,5.7,77.4,2.1,0.379056
Forsyth County, GA,3.3,9.6,77.7,1.5,0.378991
Grant Parish, LA,15.7,4.5,77.1,1.7,0.378466
Caroline County, MD,14.5,6.0,77.3,1.9,0.377305
Mahoning County, OH,15.9,5.1,77.1,2.0,0.377204
Kit Carson County, CO,2.3,18.8,76.6,1.4,0.376986
Broomfield County, CO,1.5,12.6,77.7,2.6,0.375931
Canadian County, OK,2.8,7.8,78.3,4.1,0.374837
Limestone County, AL,13.2,5.8,77.7,2.0,0.374819
Cooke County, TX,3.2,16.7,77.2,1.7,0.374545
Tippah County, MS,16.4,5.0,77.2,1.4,0.374404
Cimarron County, OK,0.3,20.0,76.5,2.0,0.374213
Cass County, IL,4.4,18.4,76.8,1.1,0.374173
Nye County, NV,2.6,14.1,77.7,3.1,0.374067
Washington County, FL,15.5,3.4,77.5,2.1,0.37352
McKenzie County, ND,0.7,4.8,77.3,1.8,0.373199
Siskiyou County, CA,1.5,11.6,78.0,4.9,0.373131
Logan County, CO,4.2,16.0,77.4,1.4,0.373074
Galax city, VA,6.7,14.1,77.6,1.9,0.373039
Rolette County, ND,0.3,1.5,20.0,2.5,0.372384
Modoc County, CA,1.1,14.7,77.6,3.4,0.372207
Bedford County, TN,8.2,11.7,77.9,1.8,0.372174
Appomattox County, VA,19.9,1.2,76.7,1.7,0.371659
Bay County, FL,11.2,5.4,78.2,3.0,0.371522
Harford County, MD,13.2,4.0,78.0,2.4,0.371149
Goochland County, VA,17.9,2.2,77.2,1.4,0.371117
Macon County, IL,17.0,2.1,77.4,2.5,0.37081
Pontotoc County, MS,15.2,6.1,77.6,1.3,0.370784
Montrose County, CO,0.7,20.4,76.6,2.0,0.370753
Weber County, UT,1.6,17.4,77.4,2.4,0.369438
Waynesboro city, VA,11.7,6.6,78.2,3.1,0.369373
Pawnee County, OK,0.8,2.6,78.1,6.0,0.369299
Somervell County, TX,1.2,19.1,77.1,2.1,0.368242
Onondaga County, NY,11.5,4.5,78.4,2.8,0.368073
DeKalb County, IL,7.1,10.6,78.4,1.7,0.367977
Stone County, MS,19.7,1.5,77.0,1.0,0.367921
Pasco County, FL,5.3,13.0,78.2,1.9,0.36786
San Miguel County, NM,1.7,77.0,19.4,1.9,0.367848
Harris County, GA,17.0,3.0,77.6,1.5,0.367701
Sawyer County, WI,0.6,2.1,77.6,3.2,0.367073
Petersburg city, VA,77.8,4.3,15.9,2.2,0.366982
PENNSYLVANIA,,11.5,6.3,78.4,1.8,0.366855
Kingfisher County, OK,1.5,14.5,78.1,2.9,0.366411
Blanco County, TX,1.3,19.7,77.1,1.3,0.366097
Tompkins County, NY,4.4,4.6,78.7,3.2,0.365934
Nantucket County, MA,7.9,11.3,78.4,1.7,0.365845
Louisa County, VA,17.2,2.5,77.7,2.2,0.365537
Norfolk County, MA,6.7,3.8,78.7,1.7,0.364996
Jackson County, AR,17.4,2.7,77.7,1.5,0.364975
Archuleta County, CO,0.4,18.2,77.5,2.4,0.364597
Anderson County, SC,16.5,3.3,77.9,1.5,0.36453
Gibson County, TN,18.5,2.4,77.5,1.3,0.364387
Tippecanoe County, IN,4.7,7.9,78.9,1.9,0.364027
Frio County, TX,3.9,78.0,16.1,0.8,0.363501
Gillespie County, TX,0.6,21.3,76.9,0.8,0.363
Phillips County, CO,1.0,20.0,77.3,1.2,0.362141
Coleman County, TX,2.8,17.3,77.9,1.7,0.361963
Yuma County, CO,0.3,21.6,76.9,0.8,0.361809
Middlesex County, VA,18.0,2.0,77.8,1.7,0.361586
Yamhill County, OR,1.0,15.4,78.3,2.9,0.361561
Kalamazoo County, MI,11.2,4.5,78.9,3.2,0.361184
Talbot County, MD,13.2,5.8,78.6,1.6,0.360954
Shelby County, AL,11.8,6.0,78.8,1.3,0.360905
Franklin County, FL,14.2,4.9,78.5,1.6,0.360868
Boulder County, CO,1.1,13.7,78.6,2.5,0.360671
Mohave County, AZ,1.3,15.5,78.4,2.2,0.359677
Habersham County, GA,4.0,13.6,78.7,1.4,0.359584
Trinity County, TX,9.6,9.2,78.9,1.6,0.359469
Kent County, MD,15.1,4.3,78.5,1.7,0.358706
Vermilion Parish, LA,14.8,3.0,78.6,1.4,0.358659
Craighead County, AR,14.0,4.6,78.7,1.6,0.358512
Perry County, MS,19.8,1.1,77.6,1.1,0.358358
Etowah County, AL,15.5,3.6,78.5,1.5,0.35812
Bartow County, GA,10.8,7.8,79.0,1.9,0.357673
Carbon County, WY,1.6,17.3,78.2,1.6,0.357664
Stonewall County, TX,4.1,15.6,78.5,1.5,0.357273
Blaine County, ID,0.3,20.1,77.6,1.3,0.356945
Laramie County, WY,3.6,14.1,78.8,2.5,0.356937
Jack County, TX,4.2,15.8,78.5,0.9,0.35684
Summit County, OH,14.7,1.8,78.8,2.2,0.355959
Acadia Parish, LA,18.3,2.0,78.1,1.3,0.355956
Northampton County, PA,6.1,11.7,79.1,1.9,0.355754
El Dorado County, CA,0.9,12.5,79.1,3.5,0.355694
Webster County, MS,19.7,1.3,77.8,0.9,0.355644
McDonald County, MO,1.5,11.5,79.3,3.2,0.355383
Jefferson Davis Parish, LA,17.1,2.0,78.4,1.8,0.355321
Calhoun County, MI,11.1,4.7,79.3,3.1,0.355249
Martin County, FL,5.9,13.0,79.0,1.3,0.355081
Fluvanna County, VA,15.5,3.3,78.7,2.0,0.355058
Oldham County, TX,3.7,14.9,78.8,1.6,0.355049
Luce County, MI,11.1,1.4,79.3,3.2,0.355
Northwest Arctic Borough, AK,0.7,1.5,12.5,6.0,0.354752
Franklin County, AL,4.3,15.4,78.7,1.5,0.354606
Wakulla County, FL,15.1,3.6,78.8,1.9,0.354523
Leavenworth County, KS,9.8,6.7,79.4,2.8,0.354433
Edwards County, KS,1.7,20.0,77.8,1.2,0.353978
Gordon County, GA,4.4,14.6,78.9,1.4,0.353858
Hudspeth County, TX,1.6,77.9,19.7,1.1,0.353713
Haines Borough, AK,0.5,2.7,79.4,7.4,0.35363
Wise County, TX,1.5,18.2,78.3,1.4,0.35324
Harper County, OK,0.2,19.3,78.1,2.0,0.352148
Polk County, IA,6.5,8.0,79.7,2.2,0.352144
Jefferson County, OK,0.9,8.9,79.6,4.3,0.352027
Calvert County, MD,13.2,3.3,79.3,2.7,0.351636
Lincoln County, CO,5.5,12.8,79.3,1.4,0.351343
Colbert County, AL,16.4,2.5,78.8,1.6,0.351218
Worcester County, MA,5.1,10.1,79.6,1.9,0.351179
Union County, MS,15.0,4.6,79.0,1.4,0.351069
Henderson County, TX,6.6,11.8,79.4,1.6,0.350927
Tyler County, TX,11.6,7.4,79.4,1.3,0.35039
Jefferson County, CO,1.3,15.0,79.1,2.3,0.350192
McClain County, OK,0.9,7.5,79.8,5.3,0.350166
Gilmer County, WV,12.8,6.0,79.4,1.6,0.349206
Fannin County, TX,7.0,10.1,79.7,2.1,0.349068
Orange County, VA,13.0,4.1,79.5,2.5,0.348652
Lorain County, OH,8.8,8.9,79.7,2.7,0.348259
Beauregard Parish, LA,13.3,3.5,79.5,2.6,0.348191
Caldwell Parish, LA,17.1,2.7,78.9,1.0,0.347391
Vermilion County, IL,13.4,4.7,79.5,2.1,0.347296
Polk County, OR,0.8,13.0,79.6,3.4,0.347223
St. Tammany Parish, LA,12.0,5.2,79.7,1.6,0.347198
Fremont County, CO,4.0,12.8,79.7,1.7,0.346081
Klamath County, OR,0.8,11.6,79.8,3.9,0.345935
La Plata County, CO,0.5,12.5,79.6,2.3,0.345799
UTAH,,1.3,13.4,79.7,2.3,0.345283
Moody County, SD,1.0,2.7,79.7,2.7,0.344864
Montgomery County, KS,5.7,6.1,80.3,4.7,0.344734
Gloucester County, NJ,10.6,5.4,80.0,2.0,0.344602
Loving County, TX,0.0,17.9,78.9,0.0,0.344414
Muscatine County, IA,2.1,16.8,79.2,1.3,0.343745
Grays Harbor County, WA,1.3,9.6,80.2,3.5,0.343143
Douglas County, KS,4.5,5.5,80.5,3.6,0.34308
Guadalupe County, NM,2.1,79.3,16.3,1.7,0.342979
Franklin County, TX,4.5,13.4,79.8,1.5,0.34282
King County, TX,0.0,16.5,79.3,3.5,0.342505
Allegheny County, PA,13.3,1.8,79.9,1.9,0.342197
Whatcom County, WA,1.2,8.6,80.4,3.6,0.342034
Maury County, TN,12.3,5.2,80.0,1.9,0.34174
Boone County, MO,9.4,3.2,80.4,2.8,0.341242
Clark County, WA,2.1,8.4,80.5,3.8,0.340824
McLean County, IL,7.7,4.7,80.5,2.2,0.34064
Washington County, ID,0.4,17.3,79.3,1.9,0.340524
Sweetwater County, WY,1.7,15.9,79.6,1.7,0.340296
Young County, TX,1.7,17.4,79.3,1.3,0.340236
Amador County, CA,2.1,12.7,80.1,3.3,0.340126
Payette County, ID,0.4,16.4,79.5,2.5,0.340081
New Kent County, VA,13.7,2.4,80.0,2.2,0.33995
Pennington County, SD,1.7,4.6,80.4,3.6,0.339937
Camden County, NC,13.0,2.5,80.1,2.2,0.33988
Bosque County, TX,2.0,16.7,79.5,1.5,0.339355
Levy County, FL,9.7,7.8,80.3,1.7,0.339323
Sullivan County, MO,1.4,18.2,79.2,0.9,0.339229
Worcester County, MD,13.9,3.3,80.0,1.7,0.339116
Cherokee County, GA,6.4,10.1,80.4,1.9,0.338539
Clay County, AL,14.4,3.3,80.0,1.8,0.337811
Whitman County, WA,2.1,5.4,80.7,3.8,0.337808
MISSOURI,,11.7,3.9,80.4,2.0,0.337624
Randolph County, NC,6.3,10.9,80.4,1.5,0.337266
Buffalo County, SD,0.5,2.5,17.7,2.0,0.337185
Effingham County, GA,13.9,3.3,80.2,1.8,0.335964
Ulster County, NY,6.8,9.5,80.6,2.5,0.335713
West Carroll Parish, LA,15.9,2.7,79.9,1.2,0.3354
INDIANA,,9.5,6.4,80.7,1.8,0.334928
Warren County, KY,9.2,5.0,80.8,2.0,0.334798
OHIO,,12.5,3.4,80.5,2.0,0.334424
Eastland County, TX,2.3,15.8,80.0,1.1,0.334216
Bandera County, TX,0.7,17.4,79.7,1.4,0.334101
Jim Wells County, TX,0.9,79.3,19.2,0.7,0.33402
LaPorte County, IN,11.2,5.9,80.6,2.0,0.333887
Johnson County, KS,4.9,7.4,81.0,2.3,0.333362
Cowley County, KS,2.9,10.1,80.9,3.3,0.332519
