DATE,Price_($)
1980-12-31,0.43308333333333326
1981-12-31,0.4771666666666667
1982-12-31,0.5009166666666666
1983-12-31,0.5288333333333334
1984-12-31,0.5227500000000002
1985-12-31,0.506
1986-12-31,0.5070833333333334
1987-12-31,0.57
1988-12-31,0.5685
1989-12-31,0.6557499999999999
1990-12-31,0.5981666666666667
1991-12-31,0.6543333333333333
1992-12-31,0.6691666666666668
1993-12-31,0.6229166666666667
1994-12-31,0.6037499999999999
1995-12-31,0.6939166666666666
1996-12-31,0.70425
1997-12-31,0.6570833333333332
1998-12-31,0.903
1999-12-31,0.8581999999999999
2000-12-31,1.0042499999999999
