DATE,Price_($)
2006-12-31,1.3934166666666667
2007-12-31,1.5706666666666667
2008-12-31,1.71075
2009-12-31,1.7555000000000003
2010-12-31,1.792833333333333
2011-12-31,1.7802499999999999
2012-12-31,1.5181666666666664
2013-12-31,1.7119166666666665
2014-12-31,1.6935833333333334
2015-12-31,1.9863333333333333
2016-12-31,1.92375
2017-12-31,2.1091666666666664
2018-12-31,2.0982499999999997
2019-12-31,2.204916666666666
2020-12-31,2.0945
